
---------- Begin Simulation Statistics ----------
simSeconds                                   0.037726                       # Number of seconds simulated (Second)
simTicks                                  37725652584                       # Number of ticks simulated (Tick)
finalTick                                 37725652584                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    649.71                       # Real time elapsed on the host (Second)
hostTickRate                                 58065446                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2407408                       # Number of bytes of host memory used (Byte)
simInsts                                    100000002                       # Number of instructions simulated (Count)
simOps                                      174580966                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   153915                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     268706                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        113290249                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.132902                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.882689                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       214792924                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    11102                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      200229337                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 127097                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             40222988                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          69344332                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4871                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           110100411                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.818607                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.104277                       # Number of insts issued each cycle (Count)
system.cpu.executeStats0.numBranches         18431403                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts        44308452                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts       16184341                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            1.754438                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numCCRegReads       72293537                       # Number of times the CC registers were read (Count)
system.cpu.executeStats0.numCCRegWrites      45884386                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegReads        2468454                       # Number of times the floating registers were read (Count)
system.cpu.executeStats0.numFpRegWrites       1018398                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads     233145211                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites    148195665                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs          60492793                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads    102258654                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches           14668153                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                      62133051                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                 2177252                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                  780                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles          3866                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles          404                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                  20733148                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                541822                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples          110100411                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              2.099441                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             3.181322                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                 71077396     64.56%     64.56% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                  2687276      2.44%     67.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                  2452906      2.23%     69.23% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                  3636751      3.30%     72.53% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                  3065780      2.78%     75.31% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                  2512640      2.28%     77.60% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                  3292648      2.99%     80.59% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                  2936304      2.67%     83.25% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                 18438710     16.75%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total            110100411                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts             132263276                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.167473                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches           22191803                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.195884                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles     46873684                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst       19326949                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total          19326949                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst      19326949                       # number of overall hits (Count)
system.cpu.icache.overallHits::total         19326949                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst      1406195                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total         1406195                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst      1406195                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total        1406195                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst  12937522185                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total  12937522185                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst  12937522185                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total  12937522185                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst     20733144                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total      20733144                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst     20733144                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total     20733144                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.067824                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.067824                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.067824                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.067824                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst  9200.375613                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total  9200.375613                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst  9200.375613                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total  9200.375613                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         5386                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs          142                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      37.929577                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks      1281434                       # number of writebacks (Count)
system.cpu.icache.writebacks::total           1281434                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst       124183                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total        124183                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst       124183                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total       124183                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      1282012                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      1282012                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      1282012                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      1282012                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst  11233754662                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total  11233754662                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst  11233754662                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total  11233754662                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.061834                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.061834                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.061834                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.061834                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst  8762.597122                       # average overall mshr miss latency ((Tick/Count))
